지역명,연도,수출_금액증감률,수출_중량증감률,수출액_백만불,수출중량_천톤,수출단가_USD_kg,수입_금액증감률,수입_중량증감률,수입액_백만불,수입중량_천톤,수입단가_USD_kg,수지_금액,수지_중량,중량비_수입대수출
울산,2018,5.1,-0.7,70126.636,52659.487803,1.3316999258014983,19.1,2.0,36038.205,47070.121062,0.7656280499582965,34088.431,5589.366741,0.8938583154870418
울산,2019,-0.9,0.0,69530.068,52681.631583,1.3198161467428218,-9.1,-2.9,32742.207,45697.903525,0.716492540671755,36787.861,6983.728058,0.8674352359987727
울산,2020,-19.3,-10.1,56090.726,47363.851116,1.1842518012867407,-13.6,0.7,28285.839,46001.01655,0.6148959549460218,27804.887,1362.834566,0.9712262720642744
울산,2021,32.4,-6.0,74268.5,44532.977217,1.6677191744469484,43.9,3.1,40695.625,47418.105568,0.8582296680250202,33572.875,-2885.128351,1.0647863343369424
울산,2022,21.3,9.1,90093.463,48570.295463,1.8549086873196319,28.2,6.1,52180.003,50306.358419,1.037244687150568,37913.46,-1736.062956,1.0357433064685082
울산,2023,-3.0,-0.9,87364.507,48132.273738,1.8150920414762477,-13.7,-4.9,45050.223,47865.694828,0.9411797564389887,42314.284,266.57891,0.9944615350720584
울산,2024,0.9,9.3,88131.192,52629.908893,1.6745457830675026,4.7,6.9,47146.853,51167.838776,0.9214157589574407,40984.339,1462.070117,0.9722197862821218
울산,2025,-1.5,1.5,86834.045,53429.685389,1.6252022516658358,2.1,-0.9,48126.662,50717.069639,0.9489243432745955,38707.383,2712.61575,0.9492301755054229
울산,2026,14.0,-12.0,57660.105,27294.482773,2.112518690298759,21.6,-1.9,33977.122,28870.946429,1.1768620777139125,23682.983,-1576.463656,1.0577575940570472
인천,2000,0.0,0.0,7526.894,8537.218915,0.8816564357715079,0.0,0.0,10244.895,33358.218858,0.3071175665466641,-2718.001,-24820.999943,3.907387076532522
인천,2001,-19.9,-33.6,6025.885,5667.65031,1.0632069147540615,-13.9,-10.3,8818.564,29938.114241,0.29455976849480553,-2792.679,-24270.463931,5.282279710901924
인천,2002,-5.7,-36.4,5680.684,3602.190079,1.5770083963967299,-4.9,-7.4,8382.601,27723.597071,0.302363397452798,-2701.917,-24121.406992,7.696317091266965
인천,2003,44.7,25.4,8221.311,4516.201184,1.8204040663924506,26.2,14.1,10582.083,31636.360498,0.33449116249225264,-2360.772,-27120.159314,7.0050821938759755
인천,2004,29.5,13.8,10645.014,5140.261342,2.0709091020376373,28.3,11.0,13574.248,35114.539749,0.3865705800796256,-2929.234,-29974.278407,6.831275184801684
인천,2005,22.4,27.5,13032.955,6552.390133,1.9890383105184375,21.3,5.9,16459.103,37190.229883,0.4425652396282608,-3426.148,-30637.83975,5.675826550024506
인천,2006,22.3,-0.2,15941.546,6542.275421,2.4366974751367625,26.0,7.2,20742.562,39872.12406,0.5202271634384557,-4801.016,-33329.848639,6.09453462200854
인천,2007,31.3,22.1,20928.105,7985.571634,2.6207397490362303,16.2,3.7,24105.53,41364.467924,0.5827593393510998,-3177.425,-33378.89629,5.179900678353867
인천,2008,-1.9,-30.1,20521.233,5584.303918,3.6748059026396276,22.4,3.2,29512.157,42695.125524,0.6912301261044537,-8990.924,-37110.821606,7.645559079687611
인천,2009,-25.1,16.5,15369.353,6504.206489,2.3629866342639727,-21.3,13.5,23228.876,48478.660806,0.4791567179001995,-7859.523,-41974.454317,7.453432004040424
인천,2010,36.8,29.6,21022.046,8431.805228,2.4931844879659737,27.1,22.1,29526.346,59187.949751,0.49885738776584576,-8504.3,-50756.144523,7.019605902950774
인천,2011,27.5,18.8,26805.483,10018.249907,2.6756652358283,31.0,18.2,38669.229,69989.364306,0.5525015033846362,-11863.746,-59971.114399,6.986186704835212
인천,2012,-0.4,-8.3,26710.239,9187.832281,2.907131756773086,4.1,0.3,40251.715,70164.667368,0.5736749921279838,-13541.476,-60976.835087,7.6366944043043965
인천,2013,2.2,-6.0,27288.11,8639.712612,3.1584511227952867,-4.0,2.9,38659.894,72220.197895,0.5353058441657431,-11371.784,-63580.485283,8.359097245282307
인천,2014,9.9,30.0,30002.762,11229.985964,2.6716651379779055,4.4,12.9,40351.87,81557.935139,0.4947632616155363,-10349.108,-70327.949175,7.2625144323822415
인천,2015,4.0,15.1,31197.699,12925.452736,2.4136639263016373,-12.2,4.3,35436.597,85029.185001,0.4167580460706902,-4238.898,-72103.732265,6.578429919454699
인천,2016,14.8,2.2,35818.66,13207.402375,2.7120139890490766,-3.4,-2.1,34243.959,83278.369353,0.41119872142124747,1574.701,-70070.966978,6.305431377682245
인천,2017,9.7,18.2,39286.543,15614.688131,2.5159992098724038,14.3,4.5,39134.441,87037.919149,0.4496251907516981,152.102,-71423.231018,5.574105510067968
인천,2018,3.8,-0.8,40781.429,15487.179365,2.6332379860055943,16.7,0.8,45676.834,87745.369844,0.5205611883704809,-4895.405,-72258.190479,5.6656778988625085
인천,2019,-6.8,-9.6,38017.977,14003.663218,2.7148594198646916,-7.8,-5.6,42114.502,82830.185866,0.5084438910728932,-4096.525,-68826.522648,5.914894165658876
인천,2020,-0.8,-3.0,37700.815,13579.88443,2.7762250256499423,-8.4,-9.0,38590.636,75412.463372,0.5117275616583077,-889.821,-61832.578942,5.553247802713443
인천,2021,21.9,-12.3,45948.414,11906.138108,3.859220645956243,38.5,2.0,53451.425,76938.822027,0.694726324003796,-7503.011,-65032.683919,6.462114022959559
인천,2022,18.1,-10.6,54270.298,10638.346502,5.10138469261151,27.8,-5.7,68296.317,72536.256689,0.9415473049956412,-14026.019,-61897.910187,6.818376960683058
인천,2023,-0.9,16.6,53801.137,12401.650394,4.338223969450819,-11.6,0.7,60406.829,73017.30949,0.8272946431732457,-6605.692,-60615.659096,5.887709068570926
인천,2024,10.6,-1.4,59524.197,12225.869767,4.868708577337163,5.6,0.6,63767.988,73432.718277,0.8683865924649135,-4243.791,-61206.84851,6.00633899072025
인천,2025,1.1,-2.5,60151.675,11925.566612,5.043925958157232,-6.9,-3.7,59346.015,70746.609552,0.8388531319847863,805.66,-58821.04294,5.932347858491841
인천,2026,4.9,-9.9,36552.042,6296.22378,5.805391180044747,2.5,-5.2,36649.75,39220.512036,0.9344536340157841,-97.708,-32924.288256,6.229211890559583
전국,2000,0.0,0.0,172267.51,109897.643426,1.5675268789179906,0.0,0.0,160481.018,356278.104795,0.45043749767429486,11786.492,-246380.461369,3.2419085040244857
전국,2001,-12.7,-2.3,150439.144,107407.926811,1.4006335329860684,-12.1,1.9,141097.821,363211.390376,0.38847300701097,9341.323,-255803.463565,3.3816069368429735
전국,2002,8.0,-8.0,162470.528,98864.37744,1.6433677347394622,7.8,2.6,152126.153,372814.234868,0.4080481343580198,10344.375,-273949.857428,3.7709662926290917
전국,2003,19.3,0.8,193817.443,99627.975097,1.9454118465350225,17.6,2.1,178826.657,380675.552227,0.4697613386355953,14990.786,-281047.57713,3.820970484006785
전국,2004,31.0,9.2,253844.672,108786.264832,2.33342575362814,25.5,5.3,224462.687,400671.921577,0.5602156650172537,29381.985,-291885.656745,3.683111302660889
전국,2005,12.0,8.4,284418.743,117904.603442,2.412278526002695,16.4,-0.5,261238.264,398760.913147,0.6551250520978134,23180.479,-280856.309705,3.3820639865275464
전국,2006,14.4,10.2,325464.848,129939.577121,2.5047399353695483,18.4,4.4,309382.632,416408.417417,0.7429788137307941,16082.216,-286468.840296,3.2046311573666246
전국,2007,14.1,3.0,371489.086,133891.232285,2.7745587194929295,15.3,4.8,356845.733,436518.881166,0.817480636912698,14643.353,-302627.648881,3.260249933594074
전국,2008,13.6,7.1,422007.328,143370.989216,2.943463878624788,22.0,4.8,435274.737,457595.080374,0.9512225014400129,-13267.409,-314224.091158,3.191685311486524
전국,2009,-13.9,2.6,363533.561,147115.385439,2.4710777864272786,-25.8,-4.3,323084.521,437888.535242,0.737823658300272,40449.04,-290773.149803,2.976497216353801
전국,2010,28.3,10.5,466383.762,162572.76546,2.8687693211120946,31.6,13.4,425212.16,496490.064279,0.8564363933797762,41171.602,-333917.298819,3.053955949350928
전국,2011,19.0,12.9,555213.656,183562.74388,3.0246532834732434,23.3,6.2,524413.09,527426.350738,0.9942868597031913,30800.566,-343863.606858,2.8732755873533526
전국,2012,-1.3,2.7,547869.792,188552.436094,2.905662760712716,-0.9,1.1,519584.473,533447.903191,0.9740116511695497,28285.319,-344895.467097,2.8291753436962095
전국,2013,2.1,-2.0,559632.434,184865.246757,3.02724521681255,-0.8,0.4,515585.515,535330.253194,0.9631167151936683,44046.919,-350465.006437,2.8957863232004666
전국,2014,2.3,3.5,572664.607,191389.778031,2.9921378920625727,1.9,3.8,525514.506,555675.637556,0.9457216953245311,47150.101,-364285.859525,2.903371555538329
전국,2015,-8.0,1.9,526756.503,195023.271344,2.700993062878421,-16.9,1.8,436498.973,565869.302528,0.7713777210567124,90257.53,-370846.031184,2.9015475877741155
전국,2016,-5.9,-0.2,495425.94,194682.606937,2.5447878872935044,-6.9,2.4,406192.887,579214.25798,0.7012826107157494,89233.053,-384531.651043,2.975172086982767
전국,2017,15.8,2.7,573694.421,199877.116706,2.870235625040806,17.8,3.8,478478.296,601083.626255,0.7960261685734445,95216.125,-401206.509549,3.0072658449397993
전국,2018,5.4,1.1,604859.657,202003.533753,2.9943023558171644,11.9,1.1,535202.428,607713.935786,0.8806815122772926,69657.229,-405710.402033,3.00843220163209
전국,2019,-10.4,0.3,542232.61,202542.927246,2.6771243872733574,-6.0,-2.6,503342.947,591954.912787,0.8503062245571991,38889.663,-389411.985541,2.9226145826757843
전국,2020,-5.5,-6.0,512498.038,190456.384152,2.690894507327116,-7.1,-7.5,467632.763,547505.210261,0.8541156398805334,44865.275,-357048.826109,2.8747012745135674
전국,2021,25.7,-1.2,644400.368,188154.223936,3.424851988543135,31.5,4.5,615093.447,572087.792986,1.0751731719174304,29306.921,-383933.56905,3.040525910173527
전국,2022,6.1,-1.1,683584.76,186024.528511,3.6747022850783804,18.9,-0.9,731369.657,566848.530415,1.2902382519445734,-47784.897,-380824.001904,3.047170902419361
전국,2023,-7.5,1.4,632225.824,188643.799428,3.3514264763380295,-12.1,-2.2,642572.126,554345.466202,1.159154652066462,-10346.302,-365701.666774,2.9385830219857185
전국,2024,8.1,4.6,683609.488,197243.170687,3.465820822180971,-1.7,0.3,631767.209,556244.377289,1.135772755275442,51842.279,-359001.206602,2.8200944821136016
전국,2025,3.8,0.7,709330.045,198539.206603,3.5727454397376532,0.0,-2.1,631895.368,544538.593139,1.1604234777142806,77434.677,-345999.386536,2.7427257439779242
전국,2026,50.5,-4.2,595062.835,109873.539633,5.415888456744281,18.2,1.2,427303.144,313843.050502,1.3615185785268071,167759.691,-203969.510869,2.856402474611264
충남,2000,0.0,0.0,16990.792,12492.342334,1.3600965732228387,0.0,0.0,9978.081,44249.346542,0.22549668593476604,7012.711,-31757.004208,3.5421176716849967
충남,2001,-31.4,5.2,11652.525,13137.172102,0.8869888366786352,-7.3,12.2,9245.497,49645.58476,0.1862299949672302,2407.028,-36508.412658,3.7790160907187906
충남,2002,30.0,-37.1,15150.513,8266.977695,1.8326543942610698,1.0,-3.0,9335.303,48176.673721,0.19377226111670684,5815.21,-39909.696026,5.827604173909653
충남,2003,30.7,-6.9,19806.013,7694.864519,2.5739261491993006,20.6,-5.2,11262.375,45670.621804,0.24659999262400234,8543.638,-37975.757285,5.935208045733755
충남,2004,47.8,-4.7,29271.55,7331.240088,3.992714690644571,37.0,7.8,15425.613,49213.915694,0.3134400663404363,13845.937,-41882.675606,6.712904652318624
충남,2005,14.5,10.9,33519.624,8129.772757,4.123070226180493,15.8,-3.2,17863.43,47646.353771,0.37491704162412937,15656.194,-39516.581014,5.860723933516461
충남,2006,16.2,22.5,38961.041,9958.764662,3.912236338776533,25.2,11.3,22362.356,53032.750971,0.42167067690356946,16598.685,-43073.986309,5.3252338789929325
충남,2007,22.7,1.9,47822.882,10144.138989,4.714336234140492,19.3,12.3,26673.836,59546.109496,0.4479526240382138,21149.046,-49401.970507,5.8700013436892
충남,2008,-10.2,13.7,42936.207,11537.075971,3.7215848372608415,10.8,8.0,29556.113,64323.791266,0.45948959814535445,13380.094,-52786.715295,5.575398084201451
충남,2009,-8.2,-6.0,39427.823,10847.119981,3.6348655743701963,-35.3,-5.3,19128.663,60938.903847,0.3138990331697884,20299.16,-50091.783866,5.617980067865168
충남,2010,37.1,3.7,54053.981,11244.946405,4.806957637073771,30.1,9.9,24892.801,66958.592955,0.3717640992953568,29161.18,-55713.64655,5.954549763369903
충남,2011,10.9,10.9,59953.754,12475.573466,4.805691230418666,35.1,5.8,33639.682,70846.73945,0.4748232912502793,26314.072,-58371.165984,5.678836299035106
충남,2012,3.0,14.1,61752.306,14233.725138,4.338450082553505,-1.4,-17.5,33160.525,58471.986714,0.5671181511617827,28591.781,-44238.261576,4.107989029371968
충남,2013,4.1,-4.9,64281.666,13536.31355,4.748831043441662,-0.7,1.2,32922.245,59152.847023,0.5565623069198862,31359.421,-45616.533473,4.369937709000543
충남,2014,1.3,7.4,65112.462,14535.386633,4.479582390479644,0.6,5.1,33104.446,62183.774189,0.5323646953204074,32008.016,-47648.387556,4.278095640594991
충남,2015,3.1,18.6,67123.481,17243.25635,3.892738102220466,-30.0,8.9,23168.215,67739.047391,0.34202156499588143,43955.266,-50495.791041,3.9284370664129225
충남,2016,-1.4,11.4,66210.928,19206.228974,3.447367418644834,-3.1,20.7,22452.807,81762.604841,0.2746097319631994,43758.121,-62556.375867,4.257087893291509
충남,2017,20.6,8.1,79842.062,20757.813113,3.846361924802054,35.8,13.7,30497.831,92984.626109,0.32798788655932565,49344.231,-72226.812996,4.479500109323486
충남,2018,15.2,3.4,91967.802,21464.240947,4.284698547089973,26.7,-1.6,38647.299,91465.764569,0.42253294642111944,53320.503,-70001.523622,4.261309067245815
충남,2019,-13.1,6.6,79950.9,22881.809583,3.49408117002247,-10.2,-1.3,34720.998,90242.653139,0.3847515203982261,45229.902,-67360.843556,3.943859982387303
충남,2020,-0.5,-14.1,79571.959,19652.007386,4.049049923352191,-23.8,-10.7,26446.507,80609.734094,0.32808081179328047,53125.452,-60957.726708,4.1018575105679025
충남,2021,30.8,5.5,104119.537,20727.193928,5.023330092904991,40.8,-0.5,37245.634,80172.164144,0.46457064490739985,66873.903,-59444.970216,3.8679699925852886
충남,2022,3.2,-1.2,107495.292,20472.990313,5.250590673690805,36.5,0.7,50849.443,80722.443435,0.6299294327103145,56645.849,-60249.453122,3.942875085704633
충남,2023,-26.1,-5.9,79393.127,19261.480139,4.121860128456455,-19.7,-4.3,40820.852,77228.595352,0.5285717267540961,38572.275,-57967.115213,4.009483943844488
충남,2024,16.6,11.5,92605.587,21476.084796,4.312033030212664,0.8,3.0,41137.606,79565.349817,0.5170291602389273,51467.981,-58089.265021,3.7048349628336044
충남,2025,4.8,3.8,97080.271,22302.75853,4.3528369313336235,-8.4,-2.1,37676.736,77930.022236,0.48346882137286395,59403.535,-55627.263706,3.494187597071204
충남,2026,130.7,-1.6,116317.829,12597.864983,9.233138246596813,12.4,7.3,24751.668,45150.580915,0.5482026476380719,91566.161,-32552.715932,3.5839867291741716
충북,2000,0.0,0.0,4747.82,729.130081,6.511622718251285,0.0,0.0,3313.739,1918.955368,1.7268452697019685,1434.081,-1189.825287,2.6318422706798184
충북,2001,-27.3,22.7,3450.471,894.830271,3.856006118505573,-19.2,-12.4,2677.055,1681.620153,1.5919498795397702,773.416,-786.789882,1.8792615845692595
충북,2002,16.5,30.1,4019.361,1164.313286,3.452130151162769,21.5,10.0,3252.871,1849.424139,1.758856138732382,766.49,-685.110853,1.5884248348257703
충북,2003,17.7,-4.4,4731.867,1112.851462,4.2520202934324764,10.3,-4.2,3588.56,1771.139466,2.0261306740030602,1143.307,-658.288004,1.59153267662239
충북,2004,59.5,-17.0,7545.723,923.610417,8.169811493150364,46.3,22.6,5251.563,2170.963,2.4190016135696464,2294.16,-1247.352583,2.3505180972856006
충북,2005,-24.9,-0.1,5663.579,922.828927,6.137192749702351,4.6,11.7,5494.897,2425.87799,2.2651168041637577,168.682,-1503.049063,2.628740733004786
충북,2006,42.2,14.7,8053.819,1058.153839,7.611198583006795,25.4,20.5,6890.318,2922.755114,2.3574735929792303,1163.501,-1864.601275,2.762126834754129
충북,2007,10.8,1.0,8919.774,1069.2131,8.342372535465568,9.5,6.4,7543.438,3111.15313,2.4246437525882887,1376.336,-2041.94003,2.9097596447331218
충북,2008,3.3,11.7,9213.14,1194.419286,7.713488979949374,10.0,-3.0,8298.768,3016.983234,2.7506841624032705,914.372,-1822.563948,2.525899631195339
충북,2009,-12.3,-16.2,8079.892,1000.341293,8.077135330251732,-40.1,-15.6,4968.824,2545.987512,1.9516293684004526,3111.068,-1545.646219,2.545118880741835
충북,2010,27.8,1.1,10329.539,1011.020122,10.216946997618708,23.2,9.5,6120.32,2788.32807,2.194978440969466,4209.219,-1777.307948,2.7579352866727613
충북,2011,17.8,34.4,12169.671,1358.852641,8.955843064075113,40.6,8.8,8605.593,3032.431977,2.8378519502731123,3564.078,-1673.579336,2.231612086184995
충북,2012,-1.0,0.4,12044.722,1363.631128,8.83283004668987,-12.2,16.4,7555.885,3529.858237,2.140563301041146,4488.837,-2166.227109,2.5885726458717215
충북,2013,14.0,0.0,13735.272,1363.673658,10.072257331819781,-13.9,-1.4,6509.288,3482.167588,1.8693207134636047,7225.984,-2118.49393,2.5535197278115933
충북,2014,3.4,7.6,14195.914,1467.668353,9.672426315511077,-5.1,6.8,6177.525,3719.660188,1.6607767074877755,8018.389,-2251.991835,2.5344010316750354
충북,2015,7.1,5.5,15209.839,1548.627395,9.821496797168566,-10.9,-2.0,5505.832,3646.079347,1.5100691663581616,9704.007,-2097.451952,2.3543941937046773
충북,2016,5.2,11.1,16003.871,1721.207791,9.298047036320904,2.8,10.1,5660.083,4015.016625,1.4097284092814932,10343.788,-2293.808834,2.3326739781181947
충북,2017,25.0,0.4,20000.73,1728.746319,11.569499688982418,14.9,0.4,6502.815,4029.241907,1.6139053325894042,13497.915,-2300.495588,2.3307305778274805
충북,2018,16.2,8.0,23233.402,1867.204519,12.442880125655908,2.7,-7.8,6677.41,3714.020641,1.797892538960717,16555.992,-1846.816122,1.9890807906726151
충북,2019,-5.0,5.5,22080.099,1969.137372,11.213082090648575,3.1,0.8,6883.785,3745.150688,1.8380528778338971,15196.314,-1776.013316,1.9019245387619408
충북,2020,12.6,-1.2,24870.28,1945.195771,12.785489445730446,1.8,-1.4,7007.16,3692.702342,1.8975696796089068,17863.12,-1747.506571,1.8983705378413553
충북,2021,15.7,3.7,28765.189,2017.199626,14.259961497732302,35.8,7.9,9517.769,3984.592052,2.3886432728345963,19247.42,-1967.392426,1.9753087402168694
충북,2022,12.7,1.1,32411.077,2040.218533,15.886081062278048,6.8,-0.8,10164.24,3952.007867,2.571917957166354,22246.837,-1911.789334,1.9370512536168596
충북,2023,-14.1,-11.4,27853.593,1808.047225,15.405345952730853,-20.4,-7.5,8087.499,3656.246983,2.2119673636938217,19766.094,-1848.199758,2.0222076793375794
충북,2024,-4.2,-8.1,26679.438,1662.101313,16.051631625177592,-10.5,-5.6,7237.168,3452.152271,2.096422009190104,19442.27,-1790.050958,2.076980653344806
충북,2025,26.8,1.7,33819.097,1690.130334,20.009756833344902,8.1,-2.3,7825.744,3372.81387,2.320241881595441,25993.353,-1682.683536,1.9955939504485576
충북,2026,36.1,4.8,25789.175,1033.429409,24.95494590671166,22.9,3.9,5392.025,2022.301559,2.666281384199833,20397.15,-988.87215,1.9568840807006684
